Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,701,,,,701,,6955017,,,6
H5,2018,2018,2018,4,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,446,,,,446,,17835286,,,0
H5,2018,2018,2018,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,3352306,,,6
H5,2018,2018,2018,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,3672,,,,3672,,144052738,,,0
H5,2018,2018,2018,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,1059,,,,1059,,36719091,,,6
H5,2018,2018,2018,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,1690,,,,1690,,11411200,,,0
H5,2018,2018,2018,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,75,,,,75,,3028249,,,6
H5,2018,2018,2018,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,3,,,,3,,40688,,,6
H5,2018,2018,2018,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,945060,,,,945060,,31756390865,,,6
H5,2018,2018,2018,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,338389,,13514112543,,,6
H5,2018,2018,2018,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,151608643,,,6
H5,2018,2018,2018,4,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,3811,,,,3811,,147569338,,,6
H5,2018,2018,2018,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,1399,,,,1399,,56638064,,,0
H5,2018,2018,2018,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,13587,,,,13587,,272882094,,,0
H5,2018,2018,2018,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,118430537,,,6
H5,2018,2018,2018,4,0,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,1248806,,,6
H5,2018,2018,2018,4,0,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,0,,,,,,437,,,6
H5,2018,2018,2018,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,1511,,,,1679,,52755053,,,0
H5,2018,2018,2018,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,2248611,,,,2248611,,63321203855,,,6
H5,2018,2018,2018,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,11337696874,,,6
H5,2018,2018,2018,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,923247,,,,923247,,27672052091,,,0
H5,2018,2018,2018,4,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,490,,,,490,,18540564,,,0
H5,2018,2018,2018,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,299227,,,,299380,,11302205200,,,0
H5,2018,2018,2018,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,8769,,,,8769,,334542930,,,0
H5,2018,2018,2018,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,1,,,,1,,15310,,,6
H5,2018,2018,2018,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,629049,,,,629049,,25564378411,,,6
H5,2018,2018,2018,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,1,,,,1,,5894,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,232441,,,,232441,,9641469104,,,0
H5,2018,2018,2018,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,2462,,,6
H5,2018,2018,2018,4,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,236,,,,236,,9343931,,,0
H5,2018,2018,2018,4,0,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1,No Quantity,0,,,,,,89572,,,6
H5,2018,2018,2018,4,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8,Weight in kilograms,2,,,,,,20469,,,6
H5,2018,2018,2018,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,10,,,,10,,3144,,,0
H5,2018,2018,2018,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,2810081,,,,,,6743564,,,6
H5,2018,2018,2018,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,8598668,,,,8598668,,11281845,,,0
H5,2018,2018,2018,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,72203273,,,,72203273,,151411877,,,6
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,60006643,,,,60006643,,96581601,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,143546654,,,,143546654,,332270502,,,6
H5,2018,2018,2018,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,15792287,,,,15792287,,24801244,,,6
H5,2018,2018,2018,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,4905680,,,,4905680,,7992258,,,0
H5,2018,2018,2018,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,465470883,,,,465470883,,982949180,,,0
H5,2018,2018,2018,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,6,,,,6,,42,,,0
H5,2018,2018,2018,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,247998,,,,248008,,842327,,,0
H5,2018,2018,2018,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,4501523,,,,4501523,,7381273,,,0
H5,2018,2018,2018,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,3828168,,,,5362832,,6489093,,,6
H5,2018,2018,2018,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,,,253464689,,,6
H5,2018,2018,2018,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,2007,,,,2007,,4749,,,0
H5,2018,2018,2018,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,15453792,,,,15453792,,28238868,,,0
H5,2018,2018,2018,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,4841540,,,,4841540,,3464537,,,0
H5,2018,2018,2018,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,47930513,,,,47930513,,71498200,,,0
H5,2018,2018,2018,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,62748,,,,,,138829,,,6
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,0,,431366258,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,33076942,,,,33076942,,52902847,,,6
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,3564176753,,,,3564176753,,6088374828,,,6
H5,2018,2018,2018,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,22968327,,,,22968327,,40641260,,,0
H5,2018,2018,2018,4,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,10,,,,10,,95,,,0
H5,2018,2018,2018,4,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,81000,,,,81000,,101680,,,0
H5,2018,2018,2018,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,5723,,,,5723,,26083,,,0
H5,2018,2018,2018,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,4520099,,,,4520099,,10521410,,,0
H5,2018,2018,2018,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,19000,,,,19000,,25809,,,0
H5,2018,2018,2018,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,127854196,,,,127854196,,253327868,,,6
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,10100658,,,,10100658,,22119685,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,437839,,,,,,1144271,,,6
H5,2018,2018,2018,4,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,8886118,,13387364,,,0
H5,2018,2018,2018,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1577007,,,,1577007,,2415185,,,6
H5,2018,2018,2018,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,868624,,,,868624,,17095133,,,0
H5,2018,2018,2018,4,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,2840,,,,2840,,5046,,,0
H5,2018,2018,2018,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,65973380,,,,,,170599769,,,6
H5,2018,2018,2018,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,246208069,,,,,,572688769,,,6
H5,2018,2018,2018,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1005249004,,,,1005249004,,2209554137,,,6
H5,2018,2018,2018,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,3806560,,,,3806560,,4226518,,,0
H5,2018,2018,2018,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,20730677,,,,,,29378441,,,6
H5,2018,2018,2018,4,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,38,,,,38,,1642,,,0
H5,2018,2018,2018,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,4681346,,,,4681346,,6706112,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,947677,,,,947677,,3792874,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,0,,32659319,,,6
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,551938,,,,551938,,849874,,,6
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,893279359,,,,893279359,,1062769067,,,0
H5,2018,2018,2018,4,0,1,Import,364,Iran,IRN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,181350571,,,,181350571,,237228297,,,0
H5,2018,2018,2018,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,317817,,,,317817,,2097203,,,0
H5,2018,2018,2018,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,10958974,,,,,,21595000,,,6
H5,2018,2018,2018,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,578076568,,,,578076568,,1261356489,,,6
H5,2018,2018,2018,4,0,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1285173,,,,1285173,,1625553,,,0
H5,2018,2018,2018,4,0,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,69,,,,69,,11,,,0
H5,2018,2018,2018,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1781157143,,,,1781157143,,3131509009,,,0
H5,2018,2018,2018,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,17033694,,,,,,25843489,,,6
H5,2018,2018,2018,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,4348008,,,,4348008,,5305399,,,0
H5,2018,2018,2018,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1143094966,,,,1143094966,,1946692035,,,6
H5,2018,2018,2018,4,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,22708785,,,,,,27833808,,,6
H5,2018,2018,2018,4,0,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,173159,,,,173159,,240075,,,0
H5,2018,2018,2018,4,0,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,45246,,,,45246,,68314,,,6
H5,2018,2018,2018,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,956,,,,956,,1050,,,0
H5,2018,2018,2018,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,35292541,,,,35292541,,49461673,,,0
H5,2018,2018,2018,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,,,3428176,,,6
H5,2018,2018,2018,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,36206364,,,,36206364,,75614064,,,6
H5,2018,2018,2018,4,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,790140,,,,790140,,890455,,,0
H5,2018,2018,2018,4,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,73708038,,,,73708038,,98740946,,,0
H5,2018,2018,2018,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,27,,,,,,68,,,6
H5,2018,2018,2018,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,212876,,,,212741,,271780,,,0
H5,2018,2018,2018,4,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,820368021,,,,820368021,,1398364583,,,6
H5,2018,2018,2018,4,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,,,4113308,,,6
H5,2018,2018,2018,4,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,845666,,,,845666,,2073274,,,0
H5,2018,2018,2018,4,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,14922644,,,,14922644,,20773782,,,6
H5,2018,2018,2018,4,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,1347544,,1742685,,,6
H5,2018,2018,2018,4,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,39192430,,,,39192430,,52568505,,,6
H5,2018,2018,2018,4,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,2625088,,,,2625088,,4770590,,,6
H5,2018,2018,2018,4,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,545950715,,,,545950715,,960645364,,,6
H5,2018,2018,2018,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,9461633,,,,9461633,,16519225,,,6
H5,2018,2018,2018,4,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,57488,,,,57488,,41258,,,0
H5,2018,2018,2018,4,0,1,Import,562,Niger,NER,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,55300,,,,55300,,27296,,,0
H5,2018,2018,2018,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,16131578,,,,16262061,,27650886,,,0
H5,2018,2018,2018,4,0,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1001,,,,1001,,6421,,,0
H5,2018,2018,2018,4,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,62448000,,,,62448000,,61704253,,,0
H5,2018,2018,2018,4,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,516520,,,,516520,,735848,,,6
H5,2018,2018,2018,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,22765981,,,,22765981,,37279999,,,0
H5,2018,2018,2018,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,267454637,,,,267454637,,467021440,,,6
H5,2018,2018,2018,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,24382984,,,,24382984,,38015000,,,6
H5,2018,2018,2018,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,49046938,,,,49046938,,104168525,,,6
H5,2018,2018,2018,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,286049430,,,,286049430,,480093168,,,6
H5,2018,2018,2018,4,0,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,882101,,,,882101,,1147329,,,0
H5,2018,2018,2018,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,25522138,,,,25522138,,45708725,,,0
H5,2018,2018,2018,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,57,,,,57,,87,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,505932009,,,,505932009,,1085143690,,,6
H5,2018,2018,2018,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,21158563,,,,21158563,,231407313,,,6
H5,2018,2018,2018,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,53594821,,,,53594821,,131240961,,,6
H5,2018,2018,2018,4,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,97191420,,,,,,161783619,,,6
H5,2018,2018,2018,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,77567771,,,,77567771,,182849644,,,0
H5,2018,2018,2018,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,93693687,,,,93693687,,235513877,,,0
H5,2018,2018,2018,4,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1916266,,,,1916266,,2500763,,,0
H5,2018,2018,2018,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,444744275,,,,,,776032282,,,6
H5,2018,2018,2018,4,0,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1433275,,,,1433275,,1036833,,,6
H5,2018,2018,2018,4,0,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,390,,,,390,,787,,,0
H5,2018,2018,2018,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,221693437,,,,221693437,,501213866,,,6
H5,2018,2018,2018,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,26346904,,,,,,44920210,,,6
H5,2018,2018,2018,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,120382994,,,,120382994,,210603029,,,6
H5,2018,2018,2018,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,67346308,,,,67346308,,90835230,,,0
H5,2018,2018,2018,4,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,2026672,,,,2026672,,3224157,,,0
H5,2018,2018,2018,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,7202,Ferro-alloys,1,No Quantity,0,,,,,,690809968,,,6
H5,2018,2018,2018,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,3613919,,,,3613449,,4239656,,,0
H5,2018,2018,2018,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,5703011,,,,5703211,,9746749,,,0
H5,2018,2018,2018,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,169914614,,,,,,314829063,,,6
H5,2018,2018,2018,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1800313,,,,1800313,,2302782,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,1873828880,,,,1219958669,,3686322951,,,6
H5,2018,2018,2018,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,686321,,,,686321,,983063,,,0
H5,2018,2018,2018,4,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,7202,Ferro-alloys,8,Weight in kilograms,20667160,,,,20667160,,37453904,,,0
